award_id	award_name
1659564	Alliance of Women Film Journalists
108857021	Silver Shell for Best Leading Performance
111449058	Robert Award for Best Adapted Screenplay
110907950	Austrian Film Award for Best Cinematography
6084822	Pedro Sienna Awards
2159561	Queer Palm
116445374	Jussi Award for Best Leading Actor
110908136	Austrian Film Award for Best Sound
2606756	Austrian Film Award for Best Director
12729434	Gopo Award for Best Supporting Actress
6372904	Karnataka State Film Award for Best Supporting Actress
5894572	Hong Kong Film Award for Best Supporting Actress
3225371	Broadcast Film Critics Association Award for Best Art Direction
20649907	ETC Bollywood Business Awards
4873654	Bavarian Film Awards (Best Director)
106938089	Günther Rohrbach film award
501058	People's Choice Awards
24261862	Critics' Choice Movie Award for Best Actress in an Action Movie
29056755	Redkollegia
951810	Lumières Award for Best Film
4377002	Golden Eagle Award for Best Cinematography
5449063	Filmfare Award for Best Actress – Kannada
10937057	Hundred Flowers Award for Best Screenplay
28095717	China Film Director's Guild Award for Best Actress
5449059	Filmfare Award for Best Actor – Kannada
110908079	Austrian Film Award for Best Makeup
6372900	Karnataka State Film Award for Best Screenplay
845877	Huabiao Awards
110961983	Silver Bear for Best Supporting Performance
11624249	Fujimoto Prize
102037587	Austrian Film Award for Best Editing
913843	Lumières Award for Most Promising Actor
1967179	National Film Award for Best Feature Film in Oriya
5860975	Jaipur International Film Festival
15735984	Premio Feroz for Best Supporting Actor
110929393	Forqué Award for the best female performance
1025968	Cairo International Film Festival
11923870	Gaudí Award for Best Original Score
96474676	award for best leading actress
595697	Crystal Simorgh
1554227	Guldbagge Award for Best Actress in a Supporting Role
10937053	Hundred Flowers Award for Best Supporting Actress
2256093	Swiss Film Award for Best Music
4835656	BIFA Award for Best Supporting Actor
6963271	Nandi Award for Best Popular Feature Film
5449068	Filmfare Award for Best Cinematographer – South
11213906	Nandi Award for Best Editor
6787318	Mathrubhumi Film Awards
110908123	Austrian Film Award for Best Production Design
25346181	Black Reel Award for Outstanding Ensemble
50807457	Platino Award for Best Actress
111962636	Platino Award for Best Supporting Actress
107435853	Austrian Film Award for Best Supporting Actor
1793238	Austrian Film Award for Best Feature Film
110907810	Austrian Film Award for Best Screenplay
17560574	Docaviv
111962642	Platino Award for Best Supporting Actor
16010019	Magritte Award for Best Actress
5579598	Golden Kela Awards
16965857	Silver Condor Award for Best Supporting Actress
28534133	Platino Award for Best Actor
4376974	Genie Award for Best Achievement in Overall Sound
108196863	Amanda Award for best best makeup and hairdressing
2285851	Silver Bear for Best Script
30633605	Primetime Emmy Award for Outstanding Picture Editing for a Nonfiction Program
17500992	Golden Horse Award for Best New Director
391629	Teen Choice Awards
5280670	Directors Guild of America Award for Outstanding Directing – Comedy Series
6948884	Mystery Writers of Japan Award
740089	Leo Awards
5449097	Filmfare Award for Best Male Playback Singer – Telugu
5449092	Filmfare Award for Best Lyricist – Telugu
18205073	2015 Kids' Choice Awards
7971815	Washington D.C. Area Film Critics Association Award for Best Documentary
7027841	Independent Spirit Award for Best Documentary Feature
3108996	Globes de Cristal Awards
18291959	Guldbagge Award for Best Documentary Feature
28137470	Guldbagge Award for Best Editing
1535504	Goldenes Brett
15830911	Broadcast Film Critics Association Award for Best Actor in a Comedy
861617	New York Film Critics Online
1206671	National Society of Film Critics
21804548	Edison Awards
12808472	Golden Orange Best Actress Award
1293276	Screen Awards
2004286	Producers Guild Film Awards
5708418	Noor Iranian Film Festival
5175209	Costume Designers Guild Award for Excellence in Fantasy Costume Design for Film
18388319	Kinema Junpo Award for Best Actress
6963266	Nandi Award for Best Male Comedian
54621438	Kids' Choice Award for Favorite Animated Movie
15805569	Deutscher Filmpreis 2013
1524205	Gilde Film Price
2256098	Swiss Film Award for Best Cinematography
7567536	South Indian International Movie Awards
3276829	Broadcast Film Critics Association Award for Best Costume Design
7420678	Santosham Best Actress Award
6963253	Nandi Award for Best Female Dubbing Artist
5449093	Filmfare Award for Best Male Debut – South
922379	Critics' Choice Movie Award for Best Original and Adapted Screenplay
30327090	Annecy Cristal for a Short Film
25383773	Amnesty International Film Award
3459735	Canadian Screen Awards
7929118	Vijay Award for Entertainer of the Year
7929096	Vijay Award for Best Crew
7929100	Vijay Award for Best Director
8068400	Zee Cine Award – Critics' Choice Best Film
16936987	IIFA Award for Hottest Pair
18754945	41st People's Choice Awards
1535556	Golden Calf for Best Montage
7681324	Tamil Nadu State Film Award Special Prize
6963250	Nandi Award for Best Dialogue Writer
7601572	Stardust Award for Best Actress
12504663	Citra Award for Best Leading Actor
5338360	Edison Awards
97579371	Platino Award for Best First Feature Film
85749015	British Independent Film Award for Best Cinematography
28805401	Guldbagge Award for Best Art Direction
3910742	Locarno International Film Festival Special Jury Prize
1604012	Ophir Award
279820	Gouden Kalf
5449086	Filmfare Award for Best Film – Kannada
3612192	Academy of Canadian Cinema and Television Award for Best Performance by an Actor in a Leading Role
7929098	Vijay Award for Best Debut Actor
969394	Sundance Film Festival World Cinema Dramatic Grand Jury Prize
4649836	AACTA International Award for Best Actor
43079807	BET Award for Best Actress
25350547	Black Reel Award for Outstanding Supporting Actress
4921549	Black Reel Award for Best Breakthrough Performance
5449084	Filmfare Award for Best Female Playback Singer – Telugu
693421	Screen Award for Most Promising Newcomer – Female
23055172	Times of India Film Awards
2603368	Zee Cine Award for Best Screenplay
7601579	Stardust Award for Best Drama Actress
1653821	IIFA Award for Best Background Score
1967176	National Film Awards for Best Feature Film in Punjabi (Discontinued or Intermittent)
4835669	BIG Star Entertainment Awards
10429823	Biopublikens Award
116994577	Latin Horizons
116994483	Golden alexander
6393439	Kerala State Film Award for Best Comedian
7601574	Stardust Award for Best Comedy – Romance Actress
30674067	Ananda Vikatan Cinema Awards
3070711	Gijón International Film Festival
12729429	Gopo Award for Best Actress
7929103	Vijay Award for Best Film
116445412	Jussi Award for Best Newcomer
7209845	Polish Academy Award for Best Editing
28836246	Hungarian Film Award for Best Director
28836441	Hungarian Film Award for Best Actress
28836982	Hungarian Film Award for Best Composer (Feature Film)
28836661	Hungarian Film Award for Best Editor (Feature Film)
1560272	Günter Rohrbach film award
6393443	Kerala State Film Award for Best Debut Director
5593771	Grammy Award for Best Compilation Soundtrack for Visual Media
35753486	San Diego Film Award for Best Feature Film
7601570	Stardust Award for Best Actor
580231	Golden Eagle Awards
194258	Japan Academy Film Prize
7929089	Vijay Award for Best Actress
7929091	Vijay Award for Best Choreographer
7929115	Vijay Award for Best Villain
7929092	Vijay Award for Best Cinematographer
2908669	Haifa International Film Festival
4769232	Annie Award for Music in a Feature Production
65121948	Annie Award for Best Production Design in an Animated Feature Production
39336	Rome Film Festival
24199549	Annie Award for Outstanding Achievement, Animated Effects in a Live Action Production
18154829	Teen Choice Award for Choice Movie Scene Stealer
42623246	Nora Ephron Prize
16154921	AACTA International Award for Best Supporting Actress
15731469	Premio Feroz for Best Comedy
52305798	Platino Award for Best Screenplay
31887468	Guldbagge Award for Best Sound
12338001	Svend Award
3497114	Stardust Awards
1774383	Empire Award for Best Director
3069907	Festival Jean Carmet
16101785	Swiss Film Award for Best Film Editing
725932	Vulcan Award
20002159	Mainichi Film Award for Best Cinematography
3841329	MIFF
25438939	Grande Prêmio do Cinema Brasileiro 2015
106949473	German Acting Award
955361	Sebastiane Award
22674761	Štiglic Award
39049509	Behindwood Gold Medal
7681327	Tamil Nadu State Film Award for Best Actress
1204830	German Film Award for Best Documentary Film
48865311	2017 Brazilian Cinema Grand Prix
1948068	Ensors
7929101	Vijay Award for Best Editor
20062575	Golden Horse Award for Best Documentary
87843931	UCIN Award for Best First Film
12729422	Gopo Young Hope Award
71709977	UCIN Iurie Darie Special Jury’s Award
211198	audience
4881714	Bel Air Film Festival
19880972	People Magazine Awards
17150981	Prémio Autores
17008193	Kerala State Film Award for Best Background Music
56344490	Face Awards
18154821	Teen Choice Award for Choice Movie Actor - Sci-Fi/Fantasy
4220917	film award
59393020	Best Writing, Screenplay
18141742	Best Original Score
4896556	Best Actor Award
24904939	National Board of Review Award for Breakthrough Performance
4896562	Best Actress
61275244	South African Film and Television Awards - Best Scenario
16154915	AACTA International Award for Best Supporting Actor
585910	Screamfest Horror Film Festival
3150030	Independent Spirit Award
3117505	Gaudí Awards
28836457	Hungarian Film Award for Best Supporting Actress (Feature Film)
16662055	Magritte Award for Best Cinematography
61947631	2019 Kids' Choice Awards
3895780	Locarno International Film Festival Best Actress Award
11897474	State Award for Public Information
29519178	Golden Dzyga Award for Best Second Plan Actors
6359164	Premios Sur Award for Best Actor
110917569	Chinese Film Media Awards for Best Actress
16010021	Magritte Award for Best Supporting Actress
1720787	National Film Award for Best Feature Film in Assamese
4649839	AACTA International Award for Best Screenplay
16662074	Magritte Award for Best First Feature Film
85196660	Seiun Award - Best Media
947114	Academy of Motion Picture Arts and Sciences of Argentina Awards
22704096	The Razzie Redeemer Award
111009229	Female Performance in Film
7186873	Phoenix Film Festival
617729	Jerusalem Film Festival
1023924	CNN-News18
16834569	Asiavision Awards
7914992	Vanitha Film Awards
655089	International Indian Film Academy Awards
6963263	Nandi Award for Best Lyricist
570091	Festival International du Film Francophone de Namur
17354954	Un certain regard Award
25347239	Black Reel Award for Outstanding Breakthrough Performance
29830394	North American Film Awards
17078477	Padmarajan Award
39059065	CPC Cine Awards
22950155	Regard d'or
2256104	Swiss Film Award for Best Documentary Film
107326980	Les Arcs European Film Festival Award for Best Actor
16662060	Magritte Award for Best Production Design
55639520	Czech Lion Award for Best Sound
1402316	Czech Lion for Best Film
15902550	Feitian Award for Outstanding Actress
17006921	Metro Manila Film Festival Award for Best Supporting Actress
19894598	Bangladesh National Film Award for Best Director
18356468	Bangladesh National Film Award for Best Actor
31723871	Bangladesh National Film Award for Best Supporting Actress
25587872	Bangladesh National Film Award for Best Supporting Actor
61356608	Bangladesh National Film Award for Best Child Artist
19573240	Bangladesh National Film Award for Best Music Direction
61356610	Bangladesh National Film Award for Best Cinematography
19573237	National Film Award for Best Actress
29831454	2nd IIFA Utsavam
6393333	Kerala Film Critics Association Awards
321207	Alfred Bauer Prize
48723943	SIIMA Award for Best Actor
11247971	News and Documentary Emmy Award
16662068	Magritte Award for Most Promising Actor
15830903	Broadcast Film Critics Association Award for Best Actress in a Comedy
30062024	L'Œil d'or
15942635	Champs-Élysées Film Festival
20015044	Torremolinos International Fantastic Film Festival
28402571	Gold Derby Awards
1538791	Gotham Awards
48760351	Cesar of the public
28836448	Hungarian Film Award for Best Actor
5449113	Filmfare Critics Award for Best Actor – South
112179170	Núvol Awards
5449085	Filmfare Award for Best Film – Malayalam
4671430	Academy of Canadian Cinema and Television Award for Best Performance by an Actor in a Supporting Role
1414683	Festival de Gramado
1350697	National Film Awards
30593627	Hong Kong Film Award for Best Editing
2111269	Lumières Award for Best Director
29253781	Norway Tamil Film Festival
7060858	Norway Tamil Film Festival Awards
6963240	Nandi Award for Best Character Actor
1204834	German Film Award Best Production Design
824667	Bernhard Wicki Award
2005904	Vancouver International Film Festival
5339068	Edmonton International Film Festival
4986375	Buil Film Awards
16184868	Director's Cut Awards
5449107	Filmfare Award for Best Supporting Actress – Kannada
17354850	Label Europa Cinemas
1777089	Bergen International Film Festival
122423327	SIIMA Critics Award for Best Actress – Malayalam
116784031	Kerala Film Critics Association Award for Best Supporting Actress
2544844	Independent Spirit Award for Best Film
4873651	Bavarian Film Awards (Best Acting)
23688051	Sundance Festival Awards
6393465	Kerala State Film Award for Best Sound Recordist
24900788	Primetime Emmy Award for Exceptional Merit in Documentary Filmmaking
4873657	Bavarian Film Awards (Best Production)
29517451	Golden Dzyga Award for Best Leading Role Actor
826167	Network for the Promotion of Asian Cinema
16025043	Gold Hugo
5579728	Golden Pyramid Award
12729437	Gopo Award for Best Supporting Actor
55853656	Preis für Popkultur
61911971	German Film Critics' Prize for the best documentary film
306143	Austrian Film Award
116744006	Chinese Film Media Awards for Best Supporting Actor
4569770	Robert Award for Best Children's Film
384139	Africa Movie Academy Awards
6393454	Kerala State Film Award for Best Music Director
1998348	Nordisk Film Prisen
836736	Shogakukan Manga Award
41013134	Guayaquil International Film Festival
110453232	Detroit Film Critics Society Awards 2021
5569281	Washington D.C. Area Film Critics Association Award for Best Actor
30894009	Golden Leopard - Filmmakers of the Present
48816782	Vancouver Film Critics Circle Award for Best Director of a Canadian Film
7914157	Vancouver Film Critics Circle Award for Best Actor in a Canadian Film
1275682	Golden Calf for Best Sound Design
84567890	BAFTA Award for Best Casting
109116614	British Independent Film Award for Best Casting
115705929	UCIN Award for Best Supporting Actor
11923868	Gaudí Award for Best Production Director
20105715	Gaudí Award for Best Visual Effects
17007345	Citra Award for Best Supporting Actress
111009268	Achievement in Film Production
110864380	Berlanga Award for Best Actor
55639517	Czech Lion Award for Best Makeup and Hairstyling
16827140	Best of Nollywood Awards
